"MATCH_SEQ_NO","MATCH_DE","LEA_NM","STDM_NM","HOME_TEAM_NM","AWAY_TEAM_NM"
446,"20240331",정규시즌,원주종합체육관,DB,한국가스공사
447,"20240331",정규시즌,고양 소노 아레나,소노,KT
448,"20240331",정규시즌,창원체육관,LG,삼성
449,"20240201",정규시즌,수원 KT 아레나,KT,한국가스공사
450,"20240201",정규시즌,고양 소노 아레나,소노,LG
451,"20240202",정규시즌,울산동천체육관,현대모비스,DB
452,"20240202",정규시즌,부산사직체육관,KCC,KGC
453,"20240203",정규시즌,잠실학생체육관,SK,KT
454,"20240203",정규시즌,대구체육관,한국가스공사,소노
455,"20240203",정규시즌,잠실실내체육관,삼성,LG
456,"20240204",정규시즌,안양 정관장 아레나,KGC,DB
457,"20240204",정규시즌,울산동천체육관,현대모비스,SK
458,"20240204",정규시즌,잠실실내체육관,삼성,KCC
459,"20240205",정규시즌,고양 소노 아레나,소노,KT
460,"20240206",D리그 1차,이천 LG 챔피언스파크,현대모비스,KCC
461,"20240206",D리그 1차,이천 LG 챔피언스파크,KT,상무
462,"20240206",정규시즌,창원체육관,LG,DB
463,"20240206",정규시즌,대구체육관,한국가스공사,삼성
464,"20240208",정규시즌,부산사직체육관,KCC,LG
465,"20240208",정규시즌,대구체육관,한국가스공사,현대모비스
466,"20240209",정규시즌,수원 KT 아레나,KT,DB
467,"20240209",정규시즌,고양 소노 아레나,소노,삼성
468,"20240210",정규시즌,잠실학생체육관,SK,KGC
469,"20240210",정규시즌,대구체육관,한국가스공사,LG
470,"20240210",정규시즌,울산동천체육관,현대모비스,KCC
471,"20240211",정규시즌,잠실실내체육관,삼성,SK
472,"20240211",정규시즌,안양 정관장 아레나,KGC,KT
473,"20240211",정규시즌,원주종합체육관,DB,소노
474,"20240212",정규시즌,창원체육관,LG,현대모비스
475,"20240212",정규시즌,부산사직체육관,KCC,한국가스공사
476,"20240213",정규시즌,원주종합체육관,DB,SK
477,"20240213",정규시즌,잠실실내체육관,삼성,KGC
478,"20240214",정규시즌,수원 KT 아레나,KT,현대모비스
479,"20240214",정규시즌,고양 소노 아레나,소노,KCC
480,"20240215",D리그 1차,이천 LG 챔피언스파크,DB,KCC
481,"20240215",D리그 1차,이천 LG 챔피언스파크,현대모비스,KT
482,"20240215",정규시즌,안양 정관장 아레나,KGC,한국가스공사
483,"20240215",정규시즌,잠실학생체육관,SK,LG
484,"20240228",정규시즌,울산동천체육관,현대모비스,KGC
485,"20240228",정규시즌,잠실학생체육관,SK,소노
486,"20240229",정규시즌,부산사직체육관,KCC,DB
487,"20240229",정규시즌,잠실실내체육관,삼성,KT
488,"20240101",정규시즌,수원 KT 아레나,KT,KCC
489,"20240101",정규시즌,잠실실내체육관,삼성,SK
490,"20240102",정규시즌,원주종합체육관,DB,소노
491,"20240102",정규시즌,안양 정관장 아레나,KGC,LG
492,"20240103",정규시즌,부산사직체육관,KCC,SK
493,"20240104",D리그 1차,이천 LG 챔피언스파크,LG,상무
494,"20240104",D리그 1차,이천 LG 챔피언스파크,현대모비스,DB
495,"20240104",정규시즌,대구체육관,한국가스공사,KGC
496,"20240104",정규시즌,잠실실내체육관,삼성,KT
497,"20240105",정규시즌,잠실학생체육관,SK,소노
498,"20240106",정규시즌,창원체육관,LG,한국가스공사
499,"20240106",정규시즌,울산동천체육관,현대모비스,KT
500,"20240106",정규시즌,잠실실내체육관,삼성,DB
501,"20240107",정규시즌,잠실학생체육관,SK,KGC
502,"20240107",정규시즌,부산사직체육관,KCC,소노
503,"20240107",정규시즌,창원체육관,LG,현대모비스
504,"20240108",정규시즌,원주종합체육관,DB,KT
505,"20240108",정규시즌,대구체육관,한국가스공사,삼성
506,"20240109",정규시즌,창원체육관,LG,SK
507,"20240109",정규시즌,부산사직체육관,KCC,현대모비스
508,"20240110",D리그 1차,이천 LG 챔피언스파크,DB,한국가스공사
509,"20240110",D리그 1차,이천 LG 챔피언스파크,상무,KT
510,"20240111",D리그 1차,이천 LG 챔피언스파크,DB,LG
511,"20240111",D리그 1차,이천 LG 챔피언스파크,한국가스공사,현대모비스
512,"20240111",정규시즌,부산사직체육관,KCC,SK
513,"20240114",올스타게임,고양 소노 아레나,크블몽 팀,공아지 팀
514,"20240115",D리그 1차,이천 LG 챔피언스파크,한국가스공사,상무
515,"20240115",D리그 1차,이천 LG 챔피언스파크,KCC,SK
516,"20240116",D리그 1차,이천 LG 챔피언스파크,SK,한국가스공사
517,"20240116",D리그 1차,이천 LG 챔피언스파크,KT,LG
518,"20240117",정규시즌,부산사직체육관,KCC,DB
519,"20240117",정규시즌,고양 소노 아레나,소노,KGC
520,"20240118",정규시즌,대구체육관,한국가스공사,KT
521,"20240118",정규시즌,잠실학생체육관,SK,현대모비스
522,"20240119",정규시즌,부산사직체육관,KCC,LG
523,"20240119",정규시즌,안양 정관장 아레나,KGC,삼성
524,"20240120",정규시즌,울산동천체육관,현대모비스,한국가스공사
525,"20240120",정규시즌,잠실학생체육관,SK,DB
526,"20240120",정규시즌,고양 소노 아레나,소노,KT
527,"20240121",정규시즌,원주종합체육관,DB,LG
528,"20240121",정규시즌,잠실실내체육관,삼성,KCC
529,"20240121",정규시즌,안양 정관장 아레나,KGC,현대모비스
530,"20240122",정규시즌,잠실학생체육관,SK,한국가스공사
531,"20240123",D리그 1차,이천 LG 챔피언스파크,LG,KT
532,"20240123",D리그 1차,이천 LG 챔피언스파크,SK,KCC
533,"20240123",정규시즌,원주종합체육관,DB,현대모비스
534,"20240123",정규시즌,고양 소노 아레나,소노,삼성
535,"20240125",정규시즌,수원 KT 아레나,KT,SK
536,"20240125",정규시즌,대구체육관,한국가스공사,KCC
537,"20240126",정규시즌,창원체육관,LG,삼성
538,"20240126",정규시즌,울산동천체육관,현대모비스,소노
539,"20240127",정규시즌,수원 KT 아레나,KT,KGC
540,"20240127",정규시즌,대구체육관,한국가스공사,DB
541,"20240127",정규시즌,잠실학생체육관,SK,KCC
542,"20240128",정규시즌,수원 KT 아레나,KT,LG
543,"20240128",정규시즌,울산동천체육관,현대모비스,삼성
544,"20240128",정규시즌,고양 소노 아레나,소노,한국가스공사
545,"20240129",정규시즌,부산사직체육관,KCC,KGC
546,"20240130",D리그 1차,이천 LG 챔피언스파크,한국가스공사,KT
547,"20240130",D리그 1차,이천 LG 챔피언스파크,현대모비스,상무
548,"20240130",정규시즌,고양 소노 아레나,소노,LG
549,"20240130",정규시즌,잠실실내체육관,삼성,DB
550,"20231201",정규시즌,안양 정관장 아레나,KGC,현대모비스
551,"20231201",정규시즌,잠실실내체육관,삼성,소노
552,"20231202",정규시즌,원주종합체육관,DB,LG
553,"20231202",정규시즌,잠실학생체육관,SK,KCC
554,"20231202",정규시즌,대구체육관,한국가스공사,KT
555,"20231203",정규시즌,울산동천체육관,현대모비스,소노
556,"20231203",정규시즌,잠실학생체육관,SK,KGC
557,"20231203",정규시즌,부산사직체육관,KCC,삼성
558,"20231204",정규시즌,원주종합체육관,DB,한국가스공사
559,"20231205",D리그 1차,이천 LG 챔피언스파크,KCC,상무
560,"20231205",D리그 1차,이천 LG 챔피언스파크,현대모비스,SK
561,"20231205",정규시즌,수원 KT 아레나,KT,소노
562,"20231205",정규시즌,잠실실내체육관,삼성,LG
563,"20231207",정규시즌,창원체육관,LG,KCC
564,"20231207",정규시즌,울산동천체육관,현대모비스,SK
565,"20231208",정규시즌,고양 소노 아레나,소노,한국가스공사
566,"20231208",정규시즌,원주종합체육관,DB,삼성
567,"20231209",정규시즌,울산동천체육관,현대모비스,KGC
568,"20231209",정규시즌,창원체육관,LG,KT
569,"20231210",정규시즌,고양 소노 아레나,소노,한국가스공사
570,"20231210",정규시즌,원주종합체육관,DB,KGC
571,"20231211",정규시즌,울산동천체육관,현대모비스,LG
572,"20231212",정규시즌,수원 KT 아레나,KT,삼성
573,"20231212",정규시즌,원주종합체육관,DB,SK
574,"20231212",정규시즌,부산사직체육관,KCC,한국가스공사
575,"20231214",정규시즌,대구체육관,한국가스공사,SK
576,"20231215",정규시즌,수원 KT 아레나,KT,소노
577,"20231215",정규시즌,부산사직체육관,KCC,DB
578,"20231216",정규시즌,안양 정관장 아레나,KGC,삼성
579,"20231216",정규시즌,대구체육관,한국가스공사,LG
580,"20231216",정규시즌,잠실학생체육관,SK,현대모비스
581,"20231217",정규시즌,원주종합체육관,DB,KT
582,"20231217",정규시즌,창원체육관,LG,삼성
583,"20231217",정규시즌,부산사직체육관,KCC,소노
584,"20231218",D리그 1차,이천 LG 챔피언스파크,DB,SK
585,"20231218",정규시즌,안양 정관장 아레나,KGC,한국가스공사
586,"20231219",정규시즌,수원 KT 아레나,KT,SK
587,"20231219",정규시즌,울산동천체육관,현대모비스,KCC
588,"20231221",D리그 1차,이천 LG 챔피언스파크,KCC,현대모비스
589,"20231221",D리그 1차,이천 LG 챔피언스파크,상무,LG
590,"20231221",정규시즌,대구체육관,한국가스공사,DB
591,"20231221",정규시즌,고양 소노 아레나,소노,SK
592,"20231222",정규시즌,울산동천체육관,현대모비스,KT
593,"20231222",정규시즌,안양 정관장 아레나,KGC,KCC
594,"20231223",정규시즌,창원체육관,LG,SK
595,"20231223",정규시즌,고양 소노 아레나,소노,DB
596,"20231223",정규시즌,대구체육관,한국가스공사,삼성
597,"20231224",정규시즌,고양 소노 아레나,소노,현대모비스
598,"20231224",정규시즌,안양 정관장 아레나,KGC,KT
599,"20231224",정규시즌,창원체육관,LG,KCC
600,"20231225",정규시즌,원주종합체육관,DB,현대모비스
601,"20231225",정규시즌,잠실학생체육관,SK,삼성
602,"20231225",정규시즌,대구체육관,한국가스공사,KCC
603,"20231226",정규시즌,창원체육관,LG,KGC
604,"20231228",정규시즌,대구체육관,한국가스공사,KT
605,"20231228",정규시즌,고양 소노 아레나,소노,KGC
606,"20231228",정규시즌,울산동천체육관,현대모비스,삼성
607,"20231229",정규시즌,원주종합체육관,DB,LG
608,"20231230",정규시즌,고양 소노 아레나,소노,삼성
609,"20231230",정규시즌,안양 정관장 아레나,KGC,SK
610,"20231230",정규시즌,수원 KT 아레나,KT,KCC
611,"20231231",정규시즌,안양 정관장 아레나,KGC,DB
612,"20231231",정규시즌,창원체육관,LG,소노
613,"20231231",정규시즌,대구체육관,한국가스공사,현대모비스
614,"20231101",D리그 1차,이천 LG 챔피언스파크,KT,KCC
615,"20231101",D리그 1차,이천 LG 챔피언스파크,DB,현대모비스
616,"20231102",정규시즌,창원체육관,LG,소노
617,"20231102",정규시즌,잠실실내체육관,삼성,KGC
618,"20231103",정규시즌,울산동천체육관,현대모비스,KCC
619,"20231103",정규시즌,대구체육관,한국가스공사,DB
620,"20231104",정규시즌,창원체육관,LG,SK
621,"20231104",정규시즌,안양 정관장 아레나,KGC,소노
622,"20231104",정규시즌,잠실실내체육관,삼성,KT
623,"20231105",정규시즌,울산동천체육관,현대모비스,DB
624,"20231105",정규시즌,대구체육관,한국가스공사,KGC
625,"20231106",정규시즌,수원 KT 아레나,KT,소노
626,"20231107",D리그 1차,이천 LG 챔피언스파크,LG,현대모비스
627,"20231107",D리그 1차,이천 LG 챔피언스파크,KT,한국가스공사
628,"20231107",정규시즌,안양 정관장 아레나,KGC,KCC
629,"20231107",정규시즌,원주종합체육관,DB,삼성
630,"20231109",정규시즌,수원 KT 아레나,KT,한국가스공사
631,"20231109",정규시즌,울산동천체육관,현대모비스,삼성
632,"20231110",정규시즌,창원체육관,LG,KCC
633,"20231110",정규시즌,원주종합체육관,DB,KGC
634,"20231111",정규시즌,잠실실내체육관,삼성,SK
635,"20231111",정규시즌,대구체육관,한국가스공사,소노
636,"20231111",정규시즌,수원 KT 아레나,KT,현대모비스
637,"20231112",정규시즌,원주종합체육관,DB,SK
638,"20231112",정규시즌,안양 정관장 아레나,KGC,LG
639,"20231112",정규시즌,고양 소노 아레나,소노,KCC
640,"20231113",정규시즌,울산동천체육관,현대모비스,KT
641,"20231114",D리그 1차,이천 LG 챔피언스파크,상무,한국가스공사
642,"20231114",D리그 1차,이천 LG 챔피언스파크,LG,SK
643,"20231114",정규시즌,원주종합체육관,DB,KCC
644,"20231114",정규시즌,잠실실내체육관,삼성,KGC
645,"20231116",정규시즌,원주종합체육관,DB,현대모비스
646,"20231116",정규시즌,대구체육관,한국가스공사,SK
647,"20231117",정규시즌,부산사직체육관,KCC,소노
648,"20231117",정규시즌,안양 정관장 아레나,KGC,LG
649,"20231118",정규시즌,수원 KT 아레나,KT,SK
650,"20231118",정규시즌,울산동천체육관,현대모비스,한국가스공사
651,"20231118",정규시즌,원주종합체육관,DB,삼성
652,"20231119",정규시즌,창원체육관,LG,한국가스공사
653,"20231119",정규시즌,안양 정관장 아레나,KGC,KCC
654,"20231119",정규시즌,고양 소노 아레나,소노,DB
655,"20231120",정규시즌,잠실학생체육관,SK,삼성
656,"20231121",D리그 1차,이천 LG 챔피언스파크,KCC,LG
657,"20231121",D리그 1차,이천 LG 챔피언스파크,SK,현대모비스
658,"20231121",정규시즌,수원 KT 아레나,KT,DB
659,"20231121",정규시즌,대구체육관,한국가스공사,KGC
660,"20231122",D리그 1차,이천 LG 챔피언스파크,KCC,DB
661,"20231122",D리그 1차,이천 LG 챔피언스파크,SK,KT
662,"20231123",정규시즌,창원체육관,LG,현대모비스
663,"20231123",정규시즌,잠실실내체육관,삼성,한국가스공사
664,"20231124",정규시즌,안양 정관장 아레나,KGC,KT
665,"20231124",정규시즌,잠실학생체육관,SK,DB
666,"20231125",정규시즌,창원체육관,LG,소노
667,"20231125",정규시즌,잠실실내체육관,삼성,현대모비스
668,"20231125",정규시즌,부산사직체육관,KCC,한국가스공사
669,"20231126",정규시즌,수원 KT 아레나,KT,삼성
670,"20231126",정규시즌,안양 정관장 아레나,KGC,DB
671,"20231126",정규시즌,고양 소노 아레나,소노,SK
672,"20231127",D리그 1차,이천 LG 챔피언스파크,LG,한국가스공사
673,"20231127",D리그 1차,이천 LG 챔피언스파크,상무,SK
674,"20231127",정규시즌,부산사직체육관,KCC,현대모비스
675,"20231128",정규시즌,수원 KT 아레나,KT,LG
676,"20231128",정규시즌,고양 소노 아레나,소노,KGC
677,"20231129",D리그 1차,이천 LG 챔피언스파크,한국가스공사,KCC
678,"20231129",D리그 1차,이천 LG 챔피언스파크,SK,DB
679,"20231130",정규시즌,부산사직체육관,KCC,KT
680,"20231130",정규시즌,잠실학생체육관,SK,LG
681,"20231008",KBL컵대회,군산월명체육관,상무,KT
682,"20231008",KBL컵대회,군산월명체육관,삼성,SK
683,"20231009",KBL컵대회,군산월명체육관,한국가스공사,KCC
684,"20231009",KBL컵대회,군산월명체육관,KGC,현대모비스
685,"20231010",KBL컵대회,군산월명체육관,소노,삼성
686,"20231010",KBL컵대회,군산월명체육관,DB,상무
687,"20231011",KBL컵대회,군산월명체육관,LG,한국가스공사
688,"20231011",KBL컵대회,군산월명체육관,현대모비스,KGC
689,"20231012",KBL컵대회,군산월명체육관,KT,DB
690,"20231012",KBL컵대회,군산월명체육관,SK,소노
691,"20231013",KBL컵대회,군산월명체육관,KCC,LG
692,"20231014",KBL컵대회,군산월명체육관,SK,현대모비스
693,"20231014",KBL컵대회,군산월명체육관,KT,KCC
694,"20231015",KBL컵대회,군산월명체육관,현대모비스,KCC
695,"20231021",정규시즌,안양 정관장 아레나,KGC,SK
696,"20231021",정규시즌,창원체육관,LG,KT
697,"20231021",정규시즌,울산동천체육관,현대모비스,한국가스공사
698,"20231022",정규시즌,잠실학생체육관,SK,KT
699,"20231022",정규시즌,고양 소노 아레나,소노,DB
700,"20231022",정규시즌,부산사직체육관,KCC,삼성
701,"20231023",정규시즌,울산동천체육관,현대모비스,LG
702,"20231024",정규시즌,고양 소노 아레나,소노,SK
703,"20231026",정규시즌,창원체육관,LG,DB
704,"20231027",정규시즌,울산동천체육관,현대모비스,SK
705,"20231027",정규시즌,잠실실내체육관,삼성,소노
706,"20231028",정규시즌,원주종합체육관,DB,KCC
707,"20231028",정규시즌,대구체육관,한국가스공사,LG
708,"20231028",정규시즌,수원 KT 아레나,KT,KGC
709,"20231029",정규시즌,잠실실내체육관,삼성,LG
710,"20231029",정규시즌,대구체육관,한국가스공사,SK
711,"20231029",정규시즌,고양 소노 아레나,소노,현대모비스
712,"20231030",정규시즌,수원 KT 아레나,KT,DB
713,"20231031",D리그 1차,이천 LG 챔피언스파크,상무,DB
714,"20231031",정규시즌,안양 정관장 아레나,KGC,현대모비스
715,"20231031",정규시즌,잠실실내체육관,삼성,한국가스공사
716,"20230501",챔피언결정전,잠실학생체육관,SK,KGC
717,"20230503",챔피언결정전,잠실학생체육관,SK,KGC
718,"20230505",챔피언결정전,안양실내체육관,KGC,SK
719,"20230507",챔피언결정전,안양실내체육관,KGC,SK
720,"20230402",플레이오프,울산동천체육관,현대모비스,캐롯
721,"20230403",플레이오프,잠실학생체육관,SK,KCC
722,"20230404",플레이오프,울산동천체육관,현대모비스,캐롯
723,"20230405",플레이오프,잠실학생체육관,SK,KCC
724,"20230406",플레이오프,고양체육관,캐롯,현대모비스
725,"20230407",플레이오프,전주실내체육관,KCC,SK
726,"20230408",플레이오프,고양체육관,캐롯,현대모비스
727,"20230410",플레이오프,울산동천체육관,현대모비스,캐롯
728,"20230413",플레이오프,안양실내체육관,KGC,캐롯
729,"20230414",플레이오프,창원체육관,LG,SK
730,"20230415",플레이오프,안양실내체육관,KGC,캐롯
731,"20230416",플레이오프,창원체육관,LG,SK
732,"20230417",플레이오프,고양체육관,캐롯,KGC
733,"20230418",플레이오프,잠실학생체육관,SK,LG
734,"20230419",플레이오프,고양체육관,캐롯,KGC
735,"20230425",챔피언결정전,안양실내체육관,KGC,SK
736,"20230427",챔피언결정전,안양실내체육관,KGC,SK
737,"20230429",챔피언결정전,잠실학생체육관,SK,KGC
738,"20230301",정규시즌,전주실내체육관,KCC,삼성
739,"20230301",정규시즌,대구체육관,한국가스공사,캐롯
740,"20230301",정규시즌,수원 KT 아레나,KT,DB
741,"20230302",정규시즌,울산동천체육관,현대모비스,LG
742,"20230304",정규시즌,원주종합체육관,DB,한국가스공사
743,"20230304",정규시즌,고양체육관,캐롯,KCC
744,"20230304",정규시즌,잠실실내체육관,삼성,현대모비스
745,"20230304",정규시즌,창원체육관,LG,KT
746,"20230307",정규시즌,원주종합체육관,DB,캐롯
747,"20230308",정규시즌,잠실학생체육관,SK,KT
748,"20230309",정규시즌,전주실내체육관,KCC,LG
749,"20230309",정규시즌,대구체육관,한국가스공사,캐롯
750,"20230310",정규시즌,울산동천체육관,현대모비스,SK
751,"20230310",정규시즌,잠실실내체육관,삼성,KGC
752,"20230311",정규시즌,고양체육관,캐롯,LG
753,"20230311",정규시즌,전주실내체육관,KCC,DB
754,"20230311",정규시즌,대구체육관,한국가스공사,KT
755,"20230312",정규시즌,전주실내체육관,KCC,삼성
756,"20230312",정규시즌,잠실학생체육관,SK,KGC
757,"20230312",정규시즌,원주종합체육관,DB,현대모비스
758,"20230313",정규시즌,수원 KT 아레나,KT,캐롯
759,"20230314",정규시즌,울산동천체육관,현대모비스,한국가스공사
760,"20230315",정규시즌,고양체육관,캐롯,KCC
761,"20230316",정규시즌,잠실실내체육관,삼성,DB
762,"20230316",정규시즌,안양실내체육관,KGC,LG
763,"20230317",정규시즌,대구체육관,한국가스공사,SK
764,"20230317",정규시즌,울산동천체육관,현대모비스,KCC
765,"20230318",정규시즌,잠실실내체육관,삼성,LG
766,"20230318",정규시즌,원주종합체육관,DB,캐롯
767,"20230318",정규시즌,안양실내체육관,KGC,KT
768,"20230319",정규시즌,잠실실내체육관,삼성,SK
769,"20230319",정규시즌,수원 KT 아레나,KT,현대모비스
770,"20230319",정규시즌,창원체육관,LG,DB
771,"20230320",정규시즌,안양실내체육관,KGC,KCC
772,"20230321",정규시즌,울산동천체육관,현대모비스,삼성
773,"20230322",정규시즌,잠실학생체육관,SK,캐롯
774,"20230323",정규시즌,창원체육관,LG,한국가스공사
775,"20230323",정규시즌,원주종합체육관,DB,KT
776,"20230324",정규시즌,잠실학생체육관,SK,KCC
777,"20230324",정규시즌,울산동천체육관,현대모비스,KGC
778,"20230325",정규시즌,수원 KT 아레나,KT,LG
779,"20230325",정규시즌,잠실실내체육관,삼성,캐롯
780,"20230325",정규시즌,원주종합체육관,DB,한국가스공사
781,"20230326",정규시즌,전주실내체육관,KCC,KT
782,"20230326",정규시즌,창원체육관,LG,SK
783,"20230326",정규시즌,안양실내체육관,KGC,DB
784,"20230327",정규시즌,고양체육관,캐롯,현대모비스
785,"20230327",정규시즌,잠실실내체육관,삼성,한국가스공사
786,"20230329",정규시즌,잠실학생체육관,SK,DB
787,"20230329",정규시즌,창원체육관,LG,현대모비스
788,"20230329",정규시즌,수원 KT 아레나,KT,삼성
789,"20230329",정규시즌,전주실내체육관,KCC,한국가스공사
790,"20230329",정규시즌,고양체육관,캐롯,KGC
791,"20230201",정규시즌,잠실학생체육관,SK,LG
792,"20230202",정규시즌,고양체육관,캐롯,KGC
793,"20230202",정규시즌,잠실실내체육관,삼성,KT
794,"20230203",정규시즌,창원체육관,LG,DB
795,"20230204",정규시즌,안양실내체육관,KGC,삼성
796,"20230204",정규시즌,울산동천체육관,현대모비스,캐롯
797,"20230204",정규시즌,대구체육관,한국가스공사,KT
798,"20230205",정규시즌,울산동천체육관,현대모비스,DB
799,"20230205",정규시즌,전주실내체육관,KCC,LG
800,"20230205",정규시즌,잠실학생체육관,SK,캐롯
801,"20230206",정규시즌,수원 KT 아레나,KT,KGC
802,"20230207",D리그 1차,이천 LG 챔피언스파크,KCC,KT
803,"20230207",정규시즌,잠실학생체육관,SK,현대모비스
804,"20230208",정규시즌,대구체육관,한국가스공사,LG
805,"20230209",정규시즌,안양실내체육관,KGC,DB
806,"20230209",정규시즌,전주실내체육관,KCC,현대모비스
807,"20230210",정규시즌,창원체육관,LG,삼성
808,"20230210",정규시즌,고양체육관,캐롯,KT
809,"20230211",정규시즌,잠실학생체육관,SK,한국가스공사
810,"20230211",정규시즌,안양실내체육관,KGC,현대모비스
811,"20230212",정규시즌,잠실학생체육관,SK,LG
812,"20230212",정규시즌,수원 KT 아레나,KT,KCC
813,"20230212",정규시즌,대구체육관,한국가스공사,KGC
814,"20230213",정규시즌,잠실실내체육관,삼성,DB
815,"20230214",D리그 1차,이천 LG 챔피언스파크,상무,한국가스공사
816,"20230214",D리그 1차,이천 LG 챔피언스파크,KCC,현대모비스
817,"20230214",정규시즌,잠실학생체육관,SK,KT
818,"20230215",정규시즌,안양실내체육관,KGC,LG
819,"20230216",정규시즌,대구체육관,한국가스공사,현대모비스
820,"20230216",정규시즌,잠실실내체육관,삼성,SK
821,"20230217",정규시즌,창원체육관,LG,캐롯
822,"20230217",정규시즌,안양실내체육관,KGC,KCC
823,"20230218",정규시즌,원주종합체육관,DB,SK
824,"20230218",정규시즌,잠실실내체육관,삼성,한국가스공사
825,"20230218",정규시즌,울산동천체육관,현대모비스,KT
826,"20230219",정규시즌,고양체육관,캐롯,삼성
827,"20230219",정규시즌,대구체육관,한국가스공사,KCC
828,"20230219",정규시즌,잠실학생체육관,SK,KGC
829,"20230220",D리그 1차,이천 LG 챔피언스파크,SK,LG
830,"20230220",D리그 1차,이천 LG 챔피언스파크,현대모비스,상무
831,"20230221",플레이오프,이천 LG 챔피언스파크,LG,KT
832,"20230221",플레이오프,이천 LG 챔피언스파크,상무,한국가스공사
833,"20230223",정규시즌,전주실내체육관,KCC,SK
834,"20230225",정규시즌,원주종합체육관,DB,KCC
835,"20230226",정규시즌,안양실내체육관,KGC,한국가스공사
836,"20230227",챔피언결정전,이천 LG 챔피언스파크,상무,LG
837,"20230101",정규시즌,고양체육관,캐롯,KT
838,"20230101",정규시즌,잠실실내체육관,삼성,SK
839,"20230101",정규시즌,창원체육관,LG,현대모비스
840,"20230102",정규시즌,원주종합체육관,DB,KGC
841,"20230103",D리그 1차,이천 LG 챔피언스파크,현대모비스,LG
842,"20230103",D리그 1차,이천 LG 챔피언스파크,KT,한국가스공사
843,"20230103",정규시즌,군산월명체육관,KCC,캐롯
844,"20230104",정규시즌,잠실학생체육관,SK,DB
845,"20230105",정규시즌,고양체육관,캐롯,현대모비스
846,"20230105",정규시즌,잠실실내체육관,삼성,LG
847,"20230106",정규시즌,군산월명체육관,KCC,SK
848,"20230106",정규시즌,안양실내체육관,KGC,KT
849,"20230107",정규시즌,울산동천체육관,현대모비스,DB
850,"20230107",정규시즌,창원체육관,LG,캐롯
851,"20230107",정규시즌,대구체육관,한국가스공사,삼성
852,"20230108",정규시즌,울산동천체육관,현대모비스,KT
853,"20230108",정규시즌,안양실내체육관,KGC,SK
854,"20230108",정규시즌,잠실실내체육관,삼성,KCC
855,"20230109",정규시즌,고양체육관,캐롯,한국가스공사
856,"20230110",정규시즌,수원 KT 아레나,KT,KCC
857,"20230110",정규시즌,잠실학생체육관,SK,LG
858,"20230111",정규시즌,울산동천체육관,현대모비스,KGC
859,"20230112",D리그 1차,이천 LG 챔피언스파크,LG,한국가스공사
860,"20230112",D리그 1차,이천 LG 챔피언스파크,SK,상무
861,"20230115",올스타게임,수원 KT 아레나,팀 허웅,팀 이대성
862,"20230117",정규시즌,원주종합체육관,DB,LG
863,"20230118",D리그 1차,이천 LG 챔피언스파크,한국가스공사,현대모비스
864,"20230118",D리그 1차,이천 LG 챔피언스파크,SK,KCC
865,"20230119",정규시즌,고양체육관,캐롯,DB
866,"20230119",정규시즌,잠실실내체육관,삼성,KT
867,"20230120",정규시즌,창원체육관,LG,한국가스공사
868,"20230120",정규시즌,울산동천체육관,현대모비스,KCC
869,"20230121",정규시즌,수원 KT 아레나,KT,SK
870,"20230121",정규시즌,고양체육관,캐롯,KGC
871,"20230121",정규시즌,잠실실내체육관,삼성,DB
872,"20230122",정규시즌,대구체육관,한국가스공사,현대모비스
873,"20230122",정규시즌,창원체육관,LG,KCC
874,"20230122",정규시즌,안양실내체육관,KGC,삼성
875,"20230123",정규시즌,원주종합체육관,DB,KT
876,"20230123",정규시즌,잠실학생체육관,SK,캐롯
877,"20230124",정규시즌,울산동천체육관,현대모비스,LG
878,"20230124",정규시즌,전주실내체육관,KCC,한국가스공사
879,"20230125",D리그 1차,이천 LG 챔피언스파크,KCC,상무
880,"20230125",D리그 1차,이천 LG 챔피언스파크,KT,현대모비스
881,"20230126",정규시즌,원주종합체육관,DB,한국가스공사
882,"20230127",정규시즌,잠실실내체육관,삼성,현대모비스
883,"20230127",정규시즌,수원 KT 아레나,KT,캐롯
884,"20230128",정규시즌,잠실학생체육관,SK,한국가스공사
885,"20230128",정규시즌,창원체육관,LG,KGC
886,"20230128",정규시즌,원주종합체육관,DB,KCC
887,"20230129",정규시즌,수원 KT 아레나,KT,LG
888,"20230129",정규시즌,안양실내체육관,KGC,한국가스공사
889,"20230129",정규시즌,울산동천체육관,현대모비스,SK
890,"20230130",정규시즌,고양체육관,캐롯,삼성
891,"20230131",정규시즌,수원 KT 아레나,KT,한국가스공사
892,"20230131",정규시즌,전주실내체육관,KCC,KGC
