BASE_DE,BASE_YEAR,BASE_MT,BASE_DAY,CTPRVN_CD,CTPRVN_NM,KLEA_VIEWNG_NMPR_CO,KBO_VIEWNG_NMPR_CO,KBL_VIEWNG_NMPR_CO,WKBL_VIEWNG_NMPR_CO,KOVO_VIEWNG_NMPR_CO,SPORTS_VIEWNG_NMPR_CO,KLEA_MATCH_CO,KBO_MATCH_CO,KBL_MATCH_CO,WKBL_MATCH_CO,KOVO_MATCH_CO,SPORTS_MATCH_CO,COLCT_DE,UPDT_DE
"2025"0411,"2025",04,11,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0411,"2025",04,11,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0411,"2025",04,11,41,경기,0.00000,52248.00000,0.00000,0.00000,0.00000,52248.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0411,"2025",04,11,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0412,"2025",04,12,26,부산,0.00000,45666.00000,0.00000,0.00000,0.00000,45666.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0412,"2025",04,12,11,서울,0.00000,68814.00000,0.00000,0.00000,0.00000,68814.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0412,"2025",04,12,30,대전,0.00000,46371.00000,0.00000,0.00000,0.00000,46371.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0413,"2025",04,13,26,부산,2321.00000,63009.00000,0.00000,0.00000,0.00000,65330.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0413,"2025",04,13,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0413,"2025",04,13,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0413,"2025",04,13,41,경기,0.00000,56100.00000,0.00000,0.00000,0.00000,56100.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0413,"2025",04,13,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0415,"2025",04,15,28,인천,0.00000,46854.00000,0.00000,0.00000,0.00000,46854.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0415,"2025",04,15,29,광주,0.00000,32937.00000,0.00000,0.00000,0.00000,32937.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0415,"2025",04,15,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0415,"2025",04,15,26,부산,0.00000,29142.00000,0.00000,0.00000,0.00000,29142.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0416,"2025",04,16,28,인천,0.00000,50355.00000,0.00000,0.00000,0.00000,50355.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0416,"2025",04,16,29,광주,0.00000,37269.00000,0.00000,0.00000,0.00000,37269.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0416,"2025",04,16,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0416,"2025",04,16,26,부산,0.00000,35037.00000,0.00000,0.00000,0.00000,35037.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0417,"2025",04,17,28,인천,0.00000,54294.00000,0.00000,0.00000,0.00000,54294.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0417,"2025",04,17,29,광주,0.00000,36312.00000,0.00000,0.00000,0.00000,36312.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0417,"2025",04,17,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0417,"2025",04,17,26,부산,0.00000,35436.00000,0.00000,0.00000,0.00000,35436.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0418,"2025",04,18,11,서울,0.00000,85248.00000,0.00000,0.00000,0.00000,85248.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0418,"2025",04,18,28,인천,0.00000,54273.00000,0.00000,0.00000,0.00000,54273.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0418,"2025",04,18,27,대구,0.00000,72000.00000,2780.00000,0.00000,0.00000,74780.00000,0,3,1,0,0,4,"20250715","20250715"
"2025"0418,"2025",04,18,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0419,"2025",04,19,11,서울,1888.00000,96093.00000,0.00000,0.00000,0.00000,97981.00000,1,6,0,0,0,7,"20250715","20250715"
"2025"0419,"2025",04,19,28,인천,4637.00000,56181.00000,0.00000,0.00000,0.00000,60818.00000,1,3,0,0,0,4,"20250715","20250715"
