날짜,시간,경기종류,장소,홈팀,홈점수,원정팀,원정점수,중계채널
2025-03-16,14:00,정규시즌,수원 KT 아레나,KT,90,LG,62,"IB SPORTS, TVING"
2025-03-16,14:00,정규시즌,울산동천체육관,현대모비스,76,KCC,102,"tvN SPORTS, TVING"
2025-03-16,16:00,정규시즌,원주종합체육관,DB,63,SK,75,"tvN SPORTS, TVING"
2025-03-17,19:00,정규시즌,대구체육관,한국가스공사,68,정관장,73,"tvN SPORTS, TVING"
2025-03-18,13:00,D리그 1차,이천 LG 챔피언스파크,삼성,75,SK,78,"기타"
2025-03-18,15:00,D리그 1차,이천 LG 챔피언스파크,LG,78,KT,76,"기타"
2025-03-18,19:00,정규시즌,울산동천체육관,현대모비스,79,KCC,77,"tvN SPORTS, TVING"
2025-03-19,19:00,정규시즌,수원 KT 아레나,KT,77,SK,78,"tvN SPORTS, TVING"
2025-03-20,13:00,D리그 1차,이천 LG 챔피언스파크,KCC,85,현대모비스,107,"기타"
2025-03-20,15:00,D리그 1차,이천 LG 챔피언스파크,삼성,95,상무,101,"기타"
2025-03-20,19:00,정규시즌,고양 소노 아레나,소노,90,한국가스공사,85,"IB SPORTS, TVING"
2025-03-20,19:00,정규시즌,창원체육관,LG,81,DB,68,"tvN SPORTS, TVING"
2025-03-21,19:00,정규시즌,잠실학생체육관,SK,85,현대모비스,79,"tvN SPORTS, TVING"
2025-03-21,19:00,정규시즌,안양 정관장 아레나,정관장,91,KCC,70,"IB SPORTS, TVING"
2025-03-22,14:00,정규시즌,창원체육관,LG,65,KT,69,"IB SPORTS, TVING"
2025-03-22,14:00,정규시즌,대구체육관,한국가스공사,74,DB,79,"tvN SPORTS, TVING"
2025-03-22,16:00,정규시즌,고양 소노 아레나,소노,84,삼성,59,"tvN SPORTS, TVING"
2025-03-23,14:00,정규시즌,잠실학생체육관,SK,71,KCC,81,"tvN SPORTS, TVING"
2025-03-23,14:00,정규시즌,안양 정관장 아레나,정관장,87,현대모비스,84,"IB SPORTS, TVING"
2025-03-23,16:00,정규시즌,창원체육관,LG,85,한국가스공사,81,"tvN SPORTS, TVING"
2025-03-24,19:00,정규시즌,잠실실내체육관,삼성,54,KT,72,"tvN SPORTS, TVING"
2025-03-25,13:00,플레이오프,이천 LG 챔피언스파크,상무,83,SK,75,"기타"
2025-03-25,15:00,플레이오프,이천 LG 챔피언스파크,현대모비스,66,KT,69,"기타"
2025-03-25,19:00,정규시즌,안양 정관장 아레나,정관장,93,소노,84,"tvN SPORTS, TVING"
2025-03-26,19:00,정규시즌,잠실실내체육관,삼성,69,LG,92,"tvN SPORTS, TVING"
2025-03-27,19:00,정규시즌,수원 KT 아레나,KT,90,소노,81,"IB SPORTS, TVING"
2025-03-27,19:00,정규시즌,원주종합체육관,DB,62,현대모비스,71,"tvN SPORTS, TVING"
2025-03-28,19:00,정규시즌,부산사직체육관,KCC,67,한국가스공사,96,"IB SPORTS, TVING"
2025-03-28,19:00,정규시즌,잠실학생체육관,SK,79,LG,78,"tvN SPORTS, TVING"
2025-03-29,14:00,정규시즌,울산동천체육관,현대모비스,94,소노,79,"tvN SPORTS, TVING"
2025-03-29,14:00,정규시즌,잠실실내체육관,삼성,72,정관장,82,"IB SPORTS, TVING"
2025-03-29,16:00,정규시즌,수원 KT 아레나,KT,69,DB,67,"tvN SPORTS, TVING"
2025-03-30,14:00,정규시즌,부산사직체육관,KCC,72,LG,97,"tvN SPORTS, TVING"
2025-03-30,14:00,정규시즌,대구체육관,한국가스공사,75,SK,74,"IB SPORTS, TVING"
2025-03-30,16:00,정규시즌,잠실실내체육관,삼성,76,DB,85,"tvN SPORTS, TVING"
2025-03-31,19:00,정규시즌,안양 정관장 아레나,정관장,85,KT,88,"TVING"
