MATCH_DE,BASE_YEAR,BASE_MT,BASE_DAY,GRP_NM,LEA_NM,HOME_TEAM_NM,AWAY_TEAM_NM,STDM_NM,SPORTS_VIEWNG_NMPR_CO,COLCT_DE,UPDT_DE
20250113,2025,01,13,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1536.00000,20250715,20250715
20250122,2025,01,22,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1640.00000,20250715,20250715
20250124,2025,01,24,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1592.00000,20250715,20250715
20250131,2025,01,31,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2082.00000,20250715,20250715
20250208,2025,02,08,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3193.00000,20250715,20250715
20250209,2025,02,09,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3650.00000,20250715,20250715
20250304,2025,03,04,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1218.00000,20250715,20250715
20250313,2025,03,13,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1078.00000,20250715,20250715
20250316,2025,03,16,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3018.00000,20250715,20250715
20250319,2025,03,19,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1397.00000,20250715,20250715
20250327,2025,03,27,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1380.00000,20250715,20250715
20250329,2025,03,29,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2765.00000,20250715,20250715
20250408,2025,04,08,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2034.00000,20250715,20250715
20250412,2025,04,12,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2410.00000,20250715,20250715
20250414,2025,04,14,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1579.00000,20250715,20250715
20250420,2025,04,20,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3650.00000,20250715,20250715
20250427,2025,04,27,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3650.00000,20250715,20250715
20250429,2025,04,29,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2311.00000,20250715,20250715
20241026,2024,10,26,프로스포츠,KBL,대구 한국가스공사,,대구,2883.00000,20250715,20250715
20241103,2024,11,03,프로스포츠,KBL,대구 한국가스공사,,대구,2791.00000,20250715,20250715
20241105,2024,11,05,프로스포츠,KBL,대구 한국가스공사,,대구,2111.00000,20250715,20250715
20241108,2024,11,08,프로스포츠,KBL,대구 한국가스공사,,대구,2325.00000,20250715,20250715
20241110,2024,11,10,프로스포츠,KBL,대구 한국가스공사,,대구,3472.00000,20250715,20250715
20241114,2024,11,14,프로스포츠,KBL,대구 한국가스공사,,대구,2435.00000,20250715,20250715
20241201,2024,12,01,프로스포츠,KBL,대구 한국가스공사,,대구,3429.00000,20250715,20250715
20241203,2024,12,03,프로스포츠,KBL,대구 한국가스공사,,대구,1614.00000,20250715,20250715
20241205,2024,12,05,프로스포츠,KBL,대구 한국가스공사,,대구,1534.00000,20250715,20250715
20241209,2024,12,09,프로스포츠,KBL,대구 한국가스공사,,대구,1616.00000,20250715,20250715
20241212,2024,12,12,프로스포츠,KBL,대구 한국가스공사,,대구,2479.00000,20250715,20250715
20241226,2024,12,26,프로스포츠,KBL,대구 한국가스공사,,대구,2405.00000,20250715,20250715
20241228,2024,12,28,프로스포츠,KBL,대구 한국가스공사,,대구,3429.00000,20250715,20250715
20250110,2025,01,10,프로스포츠,KBL,대구 한국가스공사,,대구,2391.00000,20250715,20250715
